?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZFA_0000856>	"Undifferentiated mesodermal component of early tail segment 28 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000856"
<http://purl.obolibrary.org/obo/ZFA_0009046>	"A type of lymphocyte whose defining characteristic is the expression of a T cell receptor complex."	"TAO:0009341 CL:0000084 TAO:0009046 TAO:0009340"
<http://purl.obolibrary.org/obo/ZFA_0001109>	"A female germ cell that has entered meiosis."	"TAO:0001109 CL:0000023"
<http://purl.obolibrary.org/obo/ZFA_0001432>	"Sclerotic bone that is located anterior to the eye."	"TAO:0001432"
<http://purl.obolibrary.org/obo/ZFA_0001018>	"Portion of somite 25 that gives rise to body wall muscle masses."	"TAO:0001018"
<http://purl.obolibrary.org/obo/ZFA_0005620>	"A skeletal element that has the potential to participate in endochondral ossification, and may participate in intramembranous ossification."	"VSAO:0000139"
<http://purl.obolibrary.org/obo/ZFS_0000040>		"ZFIN:ZDB-TERM-100331-2470 ZFIN:ZDB-STAGE-010723-48"
<http://purl.obolibrary.org/obo/ZFA_0000055>		
<http://purl.obolibrary.org/obo/ZFA_0005384>	"Seventh proximal radial of the dorsal fin."	"TAO:0005384"
<http://purl.obolibrary.org/obo/ZFA_0001025>	"Neuromast that is part of the occipital lateral line. (Also see Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/lat_line/lat_line.html'>lateral line</a> by T. Whitfield.)"	"TAO:0001025"
<http://purl.obolibrary.org/obo/ZFA_0005576>	"Brain nuclei located in the ventral thalamus."	
<http://purl.obolibrary.org/obo/ZFA_0009366>	"Hair cell is a mechanoreceptor cell that is sensitive to movement of the hair-like projections (stereocilia and kinocilia) which relay the information centrally in the nervous system."	"TAO:0009366 CL:0000855"
<http://purl.obolibrary.org/obo/ZFA_0000907>	"Multi-tissue structure forming the sides of the lumen of the neural tube in rhombomere 2."	"TAO:0000907"
<http://purl.obolibrary.org/obo/ZFA_0001673>	"Podocyte that is part of the pronephros."	"TAO:0002237"
<http://purl.obolibrary.org/obo/ZFA_0000808>	"Portion of somite 29 that gives rise to body wall muscle masses."	"TAO:0000808"
<http://purl.obolibrary.org/obo/ZFA_0001642>	"Anatomical cluster consisting of adjacent teeth constituting a row."	"TAO:0001667"
<http://purl.obolibrary.org/obo/ZFA_0000840>	"A muscle cell that is small, darkly colored, with high lipid and mitochondrial content. Slow muscle cells are located superficial to the fast muscle cell in the myotome of somite 11."	"TAO:0000840"
<http://purl.obolibrary.org/obo/ZFA_0005434>	"Acellular anatomical structure that is a natural outgrowth, prominence, or point that is part of the surface of a tooth."	"TAO:0001973"
<http://purl.obolibrary.org/obo/ZFA_0000001>	"Small but distinctive epithelial sac containing fluid, located midventrally posterior to the yolk cell or its extension, and transiently present during most of the segmentation period. Kupffer's vesicle has been compared to the mouse embryonic node."	"TAO:0000001"
<http://purl.obolibrary.org/obo/ZFA_0000865>	"The epaxial region of somite 12 derived body wall muscle. The epaxial region is dorsal to the horizontal myoseptum."	"TAO:0000865"
<http://purl.obolibrary.org/obo/ZFA_0005820>	"Paired, deep caudal fin muscles that arise broadly from the hypurals and extends dorsocaudally where the fiber bundles converge into a narrow insertion site on the 5th caudal fin ray."	
<http://purl.obolibrary.org/obo/ZFA_0005083>		"TAO:0005083"
<http://purl.obolibrary.org/obo/ZFA_0005172>	"Portion of the liver which develops on the fish's left side."	"TAO:0005172"
<http://purl.obolibrary.org/obo/ZFS_0000041>		"ZFIN:ZDB-TERM-100331-2471 ZFIN:ZDB-STAGE-010723-49"
<http://purl.obolibrary.org/obo/ZFA_0005044>	"The artery that carries blood to the eye.  It branches from the primitive internal carotid artery and enters the eye ventrally through the optic fissure."	"TAO:0005044"
<http://purl.obolibrary.org/obo/ZFA_0005894>	"Foramen in the exoccipital through which the vagus nerve (cranial nerve X) passes."	
<http://purl.obolibrary.org/obo/ZFA_0001259>		"TAO:0001259"
<http://purl.obolibrary.org/obo/ZFA_0005616>	"Synchondrosis where the quadrate meets the entopterygoid dorsally."	
<http://purl.obolibrary.org/obo/ZFA_0000902>	"Musculature associated with the hypurals."	"TAO:0000902"
<http://purl.obolibrary.org/obo/ZFA_0001483>	"The middle lateral line ganglion develops from a cranial ectodermal placode and contains sensory neurons that innervate the middle lateral line."	"TAO:0001483"
<http://purl.obolibrary.org/obo/ZFA_0005566>	"Anatomical cluster comprising the rostral portion of the eye;  the cornea, lens, iris, ciliary zone, anterior chamber, and annular ligament."	
<http://purl.obolibrary.org/obo/ZFA_0000660>	"A free, modified neural spine of a preural or a ural vertebra that is placed between the last developed neural spine of a preural centrum and the dorsal axis (= anterior margin of first uroneural) of the caudal skeleton . An epural commonly supports one or more dorsal procurrent rays. An epural is an unpaired median perichondrally ossified bone."	"TAO:0000660"
<http://purl.obolibrary.org/obo/ZFA_0000282>	"Nervous system responsible for transmitting sensory stimuli."	"TAO:0000282"
<http://purl.obolibrary.org/obo/ZFA_0005360>	"Sixth lepidotrichium of dorsal fin."	"TAO:0001759"
<http://purl.obolibrary.org/obo/ZFA_0005846>	"Lymph vessels that are on the left side of the intestine.  These do not run as far posteriorly as the right intestinal lymphatics."	
<http://purl.obolibrary.org/obo/ZFA_0009354>	"A hematopoietic multipotent progenitor cell is multipotent, but not capable of long-term self-renewal. These cells are characterized as lacking lineage cell surface markers and being CD34-positive in both mice and humans."	"CL:0000837 TAO:0009354"
<http://purl.obolibrary.org/obo/ZFA_0000232>	"Otic vesicle protrusion that is initially laterally located and then bifurcates and fuses anteriorly with the anterior protrusion, and posteriorly with the posterior protrusion."	"TAO:0000232"
<http://purl.obolibrary.org/obo/ZFA_0005797>	"Breeding tubercles along the surface of the pectoral fin lepidotrichium of males."	
<http://purl.obolibrary.org/obo/ZFA_0001389>	"Epithelium of the regenerating fin that is formed as part of the healing process."	"TAO:0001389"
<http://purl.obolibrary.org/obo/ZFA_0000057>		
<http://purl.obolibrary.org/obo/ZFA_0009209>	"A cell of hematopoietic origin, typically resident in particular tissues, specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation."	"CL:0000451 TAO:0009209"
<http://purl.obolibrary.org/obo/ZFA_0000900>	"The hypaxial region of somite 4 derived body wall muscle. The hypaxial region is ventral to the horizontal myoseptum."	"TAO:0000900"
<http://purl.obolibrary.org/obo/ZFA_0000499>	"The muscle that acts as an antagonist to the arrector ventralis, reversing the direction of the leading edge of the pectoral fin to initiate the upstroke."	"TAO:0000499"
<http://purl.obolibrary.org/obo/ZFA_0000918>	"Muscle pioneer cell part of somite 20."	"TAO:0000918"
<http://purl.obolibrary.org/obo/ZFA_0005004>	"Artery that is part of the pharyngeal arches."	"TAO:0005004"
<http://purl.obolibrary.org/obo/ZFA_0005551>	"Pectoral fin lepidotrichium that, in a linear sequence, is the seventh most anterior pectoral ray, usually branched and segmented."	"TAO:0001767"
<http://purl.obolibrary.org/obo/ZFA_0000732>	"Undifferentiated mesodermal component of early trunk segment 3 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000732"
<http://purl.obolibrary.org/obo/ZFA_0005317>	"The functional webs of the paired fins.  They arise as a consequence of apical fold (AER) expansion and of migration of the distal mesenchyme. The fin folds are delimited by a dorsal and a ventral striated epidermis. The cells of the epidermal basal stratum are positioned on a basement membrane. Directly beneath the basement membrane of each side there is an array of actinotrichs, fibers of the extracellular matrix which act as supportive elements of the larval fin folds."	"TAO:0005317"
<http://purl.obolibrary.org/obo/ZFA_0009272>	"An elongated, spindle-shaped, quiescent myoblast lying in close contact with adult skeletal muscle. They are thought to play a role in muscle repair and regeneration."	"TAO:0009272 CL:0000594"
<http://purl.obolibrary.org/obo/ZFA_0001586>	"Radial which develops from the pectoral fin endoskeletal disc, supports the pectoral lepidotrichia or fin rays and connects the lepidotrichia with the primary pectoral girdle."	"TAO:0001586"
<http://purl.obolibrary.org/obo/ZFA_0001028>	"The paired bony lateral extensions off the parhypural."	"TAO:0001028"
<http://purl.obolibrary.org/obo/ZFA_0005096>	"Vasculature of the pectoral fin."	"TAO:0005096"
<http://purl.obolibrary.org/obo/ZFA_0005810>	"Trabecular layer of the atrial myocardium."	
<http://purl.obolibrary.org/obo/ZFA_0000569>	"Embryonic structure that gives rise to the hindbrain."	"TAO:0000569"
<http://purl.obolibrary.org/obo/ZFA_0005160>	"Tela chorioidea that lines the telencephalic ventricle."	"TAO:0005160"
<http://purl.obolibrary.org/obo/ZFA_0005614>	"Synostosis where the entopterygoid meets the metapterygoid. The metapterygoid has an anterodorsally projecting spine that meets the entopterygoid medially in a synostosis at its posteromedial edge."	
<http://purl.obolibrary.org/obo/ZFA_0000361>		
<http://purl.obolibrary.org/obo/ZFA_0000042>	"The boundary between the mesencephalon and the rhombencephalon."	"TAO:0000042"
<http://purl.obolibrary.org/obo/ZFA_0000220>	"One of three fluid-filled semicircular tubes, arranged orthogonally to each other in each ear.  The lateral semicircular canal is associated with the lateral crista. (See Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/semi_canal/semi.html'>semicircular canals</a> by T. Whitfield.)"	"TAO:0000220"
<http://purl.obolibrary.org/obo/ZFA_0005240>	"Kolmer-Agduhr neurons are ciliated GABAergic neurons that contact the central canal of the spinal cord and have ipsilateral ascending axons. KA neurons are the dorsal population of CSF-cNs that originate from pMN. The apical extension of dorsal CSF-cNs is more extended along the border of the central canal  than for ventral CSF-cNs. Dorsal CSF-cNs contact V0-v cells and project onto CoPA sensory interneuron and respond to lateral bending of the spinal cord."	"TAO:0005240 CL:0005007"
<http://purl.obolibrary.org/obo/ZFA_0001633>	"Portion of connective tissue which surrounds the notochord."	"TAO:0001642"
<http://purl.obolibrary.org/obo/ZFA_0000018>	"The outer of the two layers of the blastoderm that form during gastrulation, corresponding to primitive ectoderm during gastrulation and to the definitive ectoderm after gastrulation."	"TAO:0000018"
<http://purl.obolibrary.org/obo/ZFA_0001575>	"Autonomic nervous system where the cell bodies lie in the brain and sacral region of the spinal cord.   The neurons are mainly cholinergic."	"TAO:0001575"
<http://purl.obolibrary.org/obo/ZFA_0000833>	"Ventromedial region of somite 22 that will form vertebral cartilages and connective tissues. The sclerotome lies ventral to the myotome. Cells of the sclerotome will migrate dorsally to surround the notochord and neural tube."	"TAO:0000833"
<http://purl.obolibrary.org/obo/ZFA_0005569>	"Portion of the iris which contains  bundles of fibers, most of which are oriented radially around the pupil. The stroma is innervated by the iris blood vessels and develops from the periocular mesenchyme."	
<http://purl.obolibrary.org/obo/ZFA_0000137>	"Portion of tissue that provides a pathway for axon migration from the retina.   The cells of the optic stalk later differentiate into glial cells of the optic  nerve."	"TAO:0000137"
<http://purl.obolibrary.org/obo/ZFS_0000032>		"ZFIN:ZDB-TERM-100331-2462 ZFIN:ZDB-STAGE-010723-31"
<http://purl.obolibrary.org/obo/ZFA_0005635>	"Odontoid tissue formed of a loose matrix of collagen.  The fibrils of the predentine are homogeneously distributed and preferentially oriented along the long axis of the tooth. They are of variable thickness, measuring from 50 to 100 nm in diameter."	
<http://purl.obolibrary.org/obo/ZFA_0005782>	"The juncture where the  intestine empties into the cloaca."	
<http://purl.obolibrary.org/obo/ZFA_0005272>	"Immature reproductive tissue that has not undergone final maturation into either testis or ovary. During gonadal development, the gonad may be  transiently intersexual where there is a  parallel presence of both oocytes and spermatocytes."	"TAO:0005272"
<http://purl.obolibrary.org/obo/ZFA_0005577>		
<http://purl.obolibrary.org/obo/ZFA_0005912>	"Pouch at the end of the endolymphatic duct that helps regulates pressure on the inner ear. The endolymphatic sac is separated from the endolymphatic duct by a dynamic lamellar barrier.  The lamellar barrier is composed of long, thin lamellar sheets that form tongue-and-groove structure or interwoven broadly overlapping structures. In adults, the endolymphatic duct and sac are partially encased within the temporal bone such that the distal end of the endolymphatic sac protrudes out of the temporal bone into the cranial cavity ."	"TAO:0002194"
